"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,111,147,118,147,135
Admitidas (presentadas en el centro),83,99,88,104,92
Admitidas (presentadas en otro centro),0,1,3,7,5
No admitidas (presentadas en el centro),33,47,27,36,37
