"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,109,109,120,116,111
Admitidas (presentadas en el centro),98,107,113,111,99
Admitidas (presentadas en otro centro),0,1,1,2,5
No admitidas (presentadas en el centro),11,1,6,3,7
