"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,79,79,69,53,57
Admitidas,70,75,64,50,52
No admitidas,9,4,5,3,5
