"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,68,83,44,52,40
Admitidas,51,45,36,47,34
No admitidas,17,38,8,5,6
