"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,37,46,57,61,69
Admitidas (presentadas en el centro),30,43,38,42,41
Admitidas (presentadas en otro centro),0,0,0,0,1
No admitidas (presentadas en el centro),10,3,19,19,27
