"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,61,74,63,55,67
Admitidas,58,69,56,48,58
No admitidas,3,5,7,7,9
