"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,78,55,56,62,61
Admitidas,53,43,47,49,43
No admitidas,25,12,9,13,18
