"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,138,164,169,178,226
Admitidas (presentadas en el centro),103,105,108,105,137
Admitidas (presentadas en otro centro),0,3,3,4,5
No admitidas (presentadas en el centro),38,56,58,69,82
