"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,12,14,15,5
Admitidas,0,1,0,2,1
No admitidas,8,11,14,13,4
