"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,54,29,73,77,102
Admitidas,42,10,14,14,85
No admitidas,12,19,59,63,17
