"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,105,105,83,69,66
Admitidas,101,99,77,68,60
No admitidas,4,6,6,1,6
