"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,48,47,54,44,55
Admitidas,43,43,53,43,52
No admitidas,5,4,1,1,3
