"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,40,57,52,41,43
Admitidas,37,53,43,33,37
No admitidas,3,4,9,8,6
