"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,141,150,149,128,132
Admitidas (presentadas en el centro),95,104,96,97,114
Admitidas (presentadas en otro centro),0,7,10,5,3
No admitidas (presentadas en el centro),52,39,42,26,15
