"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,132,87,36,71,48
Admitidas,119,61,24,66,44
No admitidas,13,26,12,5,4
