"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,280,297,239,232,252
Admitidas,259,230,208,191,170
No admitidas,21,67,31,41,82
