"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,115,143,127,117,154
Admitidas (presentadas en el centro),74,78,71,56,75
Admitidas (presentadas en otro centro),0,4,2,6,7
No admitidas (presentadas en el centro),42,61,54,55,70
