"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,159,182,168,186,192
Admitidas (presentadas en el centro),117,156,156,167,166
Admitidas (presentadas en otro centro),0,4,5,4,4
No admitidas (presentadas en el centro),48,22,7,15,21
