"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,237,269,242,278,279
Admitidas,176,162,159,157,160
No admitidas,61,107,83,121,119
