"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,147,128,106,137,121
Admitidas,141,112,74,114,101
No admitidas,6,16,32,23,20
