"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,196,126,177,234,164
Admitidas,174,99,89,104,119
No admitidas,22,27,88,130,45
