"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,75,86,71,81,52
Admitidas,70,75,60,73,48
No admitidas,5,11,11,8,4
