"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,48,22,35,44,48
Admitidas,41,20,24,35,26
No admitidas,7,2,11,9,22
