"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,91,83,89,81,63
Admitidas,75,73,81,71,61
No admitidas,16,10,8,10,2
