"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,5,7,6,0,1
Admitidas,4,2,4,0,1
No admitidas,1,5,2,0,0
