"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,4,8,7,5,9
Admitidas,4,6,3,3,7
No admitidas,0,2,4,2,2
