"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,67,76,80,102,103
Admitidas,57,76,77,85,94
No admitidas,10,0,3,17,9
