"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,158,181,182,171,150
Admitidas (presentadas en el centro),99,95,91,101,88
Admitidas (presentadas en otro centro),0,6,9,9,9
No admitidas (presentadas en el centro),63,80,81,60,53
