"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,129,155,146,139,128
Admitidas (presentadas en el centro),96,109,93,102,98
Admitidas (presentadas en otro centro),0,3,4,4,5
No admitidas (presentadas en el centro),36,43,49,33,24
