"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,63,58,57,67,69
Admitidas,50,51,42,43,41
No admitidas,13,7,15,24,28
