"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,2,16,11,16,10
Admitidas,2,16,4,11,6
No admitidas,0,0,7,5,4
