"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,54,39,46,48,41
Admitidas,51,38,40,41,37
No admitidas,3,1,6,7,4
