"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,89,77,82,72,99
Admitidas (presentadas en el centro),54,55,57,43,68
Admitidas (presentadas en otro centro),0,1,1,2,5
No admitidas (presentadas en el centro),44,21,23,27,26
