"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,42,49,46,58,58
Admitidas,42,47,46,58,52
No admitidas,0,2,0,0,6
