"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,42,34,47,27,26
Admitidas,26,25,41,22,15
No admitidas,16,9,6,5,11
