"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,9,9,11,14
Admitidas,8,9,9,10,13
No admitidas,0,0,0,1,1
