"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,59,48,50,68,64
Admitidas (presentadas en el centro),40,39,33,42,35
Admitidas (presentadas en otro centro),0,1,1,0,1
No admitidas (presentadas en el centro),21,8,16,25,28
