"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,145,141,136,109,118
Admitidas,134,112,111,96,103
No admitidas,11,29,25,13,15
