"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,285,219,240,264,253
Admitidas (presentadas en el centro),156,158,164,166,150
Admitidas (presentadas en otro centro),0,8,6,10,13
No admitidas (presentadas en el centro),130,52,69,88,88
