"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,2,9,11,5
Admitidas,6,2,6,2,2
No admitidas,2,0,3,9,3
