"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,14,5,4,8,4
Admitidas,6,2,4,5,4
No admitidas,8,3,0,3,0
