"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,91,97,96,119,111
Admitidas,88,81,89,94,94
No admitidas,3,16,7,25,17
