"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,3,3,2,6,1
Admitidas,3,3,2,6,1
No admitidas,0,0,0,0,0
