"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,7,17,7,5,8
Admitidas,0,14,2,2,7
No admitidas,7,3,5,3,1
