"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,81,71,66,76,68
Admitidas,75,63,55,65,55
No admitidas,6,8,11,11,13
