"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,64,44,49,56,32
Admitidas,53,41,42,55,29
No admitidas,11,3,7,1,3
