"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,145,108,102,111,133
Admitidas,122,88,92,101,109
No admitidas,23,20,10,10,24
