"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,65,81,60,59,47
Admitidas,51,50,55,43,40
No admitidas,14,31,5,16,7
