"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,82,79,68,63,85
Admitidas (presentadas en el centro),39,35,38,50,69
Admitidas (presentadas en otro centro),0,3,1,1,5
No admitidas (presentadas en el centro),44,41,29,12,11
