"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,72,79,68,49,59
Admitidas,69,71,61,45,57
No admitidas,3,8,7,4,2
