"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,159,125,173,150,198
Admitidas,149,109,163,145,169
No admitidas,10,16,10,5,29
