"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,106,122,135,154,163
Admitidas (presentadas en el centro),91,103,124,135,141
Admitidas (presentadas en otro centro),0,3,4,8,5
No admitidas (presentadas en el centro),16,16,7,11,17
