"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,66,67,59,61,45
Admitidas,65,67,58,61,42
No admitidas,1,0,1,0,3
