"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,139,139,108,125,140
Admitidas (presentadas en el centro),77,78,76,80,77
Admitidas (presentadas en otro centro),0,3,3,2,5
No admitidas (presentadas en el centro),65,57,29,40,55
