"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,171,167,152,156,160
Admitidas,151,151,151,138,150
No admitidas,20,16,1,18,10
