"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,215,181,173,191,165
Admitidas,178,155,172,154,151
No admitidas,37,26,1,37,14
