"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,217,185,156,139,82
Admitidas,99,69,107,84,75
No admitidas,118,116,49,55,7
