"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,159,218,214,212,216
Admitidas,152,171,159,161,152
No admitidas,7,47,55,51,64
