"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,141,103,147,138,142
Admitidas,127,82,117,115,107
No admitidas,14,21,30,23,35
