"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,171,132,108,113,91
Admitidas,155,117,101,104,82
No admitidas,16,15,7,9,9
