"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,245,289,291,347,282
Admitidas,169,154,152,144,124
No admitidas,76,135,139,203,158
