"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,137,86,103,88,67
Admitidas,133,76,90,74,60
No admitidas,4,10,13,14,7
