"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,145,139,138,144,130
Admitidas (presentadas en el centro),95,118,121,112,117
Admitidas (presentadas en otro centro),0,2,0,0,0
No admitidas (presentadas en el centro),53,19,17,32,13
