"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,88,73,67,77,111
Admitidas,86,71,57,61,68
No admitidas,2,2,10,16,43
